"ZIONTRACKINGKEY","BANK","ACCOUNT","TRANSACTIONTYPE","DATESTAMP","BRANCHID"
"59646.0","013","9437776617","1010","123811","99076"
"59644.0","013","5200539801","1010","123811","96674"
"59645.0","001","4239142926","1010","123811","56025"
"59647.0","018","9840885322","1750","123811","59582"
"59649.0","013","4551331088","1010","123811","89457"
"59650.0","001","2300574319","1010","123811","33053"
"59648.0","013","8052272222","1010","123811","90229"
"59652.0","001","5776406936","1010","123811","20020"
"59651.0","013","7789979704","1750","123811","97158"
"59653.0","018","7588789777","1010","123811","02337"
"59654.0","001","5078085438","1010","123811","34181"
"59655.0","018","4650314557","1750","123811","80734"
"59656.0","018","7549313793","1750","123811","13135"
"59657.0","001","1229065132","1750","123811","22060"
"59658.0","013","8840327899","1510","123811","17722"
"59659.0","018","9376518311","1750","123811","27262"
"59660.0","001","2365692599","1510","123811","37826"
"59661.0","001","4535144137","1010","123811","74260"
"59662.0","001","3145495038","1010","123811","18698"
"59663.0","013","1176856692","1010","123811","18348"
"59664.0","018","1049751922","1010","123811","98743"
"59665.0","013","0279008479","1510","123811","96393"
"59666.0","001","8152527419","1510","123811","79861"
"59668.0","001","4330634356","1510","123811","89631"
"59667.0","013","8970209590","1510","123811","15412"
"59669.0","001","2677938148","1010","123811","92034"
"59670.0","001","8955199923","1010","123811","21630"
"59671.0","013","5469948860","1510","123811","47020"
"59673.0","018","8140891635","1510","123811","06738"
"59672.0","013","1284838717","1750","123811","89082"
"59674.0","013","5612853263","1010","123811","04399"
"59675.0","018","8939545966","1010","123811","91844"
"59676.0","013","9117054767","1510","123811","46120"
"59677.0","001","7574655088","1750","123811","81859"
"59678.0","018","1004824140","1750","123811","27613"
"59679.0","018","0871418304","1510","123811","55283"
"59680.0","013","5885843416","1010","123811","68151"
"59681.0","001","0857093159","1010","123811","51905"
"59682.0","001","8301905668","1750","123811","62942"
"59683.0","013","3552915800","1750","123811","60440"
"59684.0","018","7874863974","1010","123811","80395"
"59686.0","013","8877795800","1010","123811","10113"
"59685.0","013","7417270556","1510","123811","70745"
"59687.0","013","3903845395","1750","123811","72725"
"59688.0","018","9169446227","1510","123811","24772"
"59689.0","013","9273831461","1510","123811","87060"
"59690.0","001","9184867763","1010","123811","56604"
"59691.0","013","3357169664","1510","123811","78490"
"59692.0","001","5221777089","1750","123811","01438"
"59693.0","013","9557840132","1510","123811","62246"
"59694.0","013","6859738254","1510","123811","96779"
"59695.0","013","6487094329","1010","123811","19779"
"59696.0","018","1895095710","1010","123811","75045"
"59697.0","013","3482346775","1010","123811","48812"
"59698.0","018","2792210547","1750","123811","70023"
"59699.0","018","3010407256","1010","123811","32457"
"59700.0","018","2702084073","1750","123811","15016"
"59701.0","001","8101107067","1750","123811","35276"
"59702.0","013","4822801526","1750","123811","05428"
"59703.0","001","2637336291","1750","123811","68554"
"59705.0","013","6300688462","1750","123811","78510"
"59704.0","013","4702903307","1010","123811","24610"
"59706.0","001","5240893945","1510","123811","95002"
"59707.0","013","0903926424","1010","123811","68303"
"59708.0","001","2249056989","1750","123811","88243"
"59709.0","013","0633054153","1750","123811","57153"
"59710.0","013","6966091653","1010","123811","89522"
"59711.0","013","5213829492","1510","123811","47249"
"59712.0","001","8336149212","1010","123811","56813"
"59713.0","001","5349729907","1010","123811","65620"
"59714.0","018","4222372117","1010","123811","95458"
"59715.0","018","0952075400","1750","123811","41290"
"59717.0","001","3522538990","1510","123811","98242"
"59716.0","018","8915707310","1750","123811","82621"
"59718.0","013","4412654861","1010","123811","41669"
"59719.0","018","8431717890","1510","123811","38951"
"59721.0","013","8472498241","1750","123811","80372"
"59720.0","001","9104959382","1750","123811","97166"
"59722.0","001","6544727478","1750","123811","48128"
"59723.0","013","6026712371","1010","123811","71053"
"59724.0","018","5129178443","1010","123811","25215"
"59725.0","001","7963828775","1010","123811","07462"
"59726.0","001","6902583210","1510","123811","00340"
"59727.0","013","8008576262","1010","123811","01562"
"59728.0","001","7299189069","1750","123811","42036"
"59729.0","018","4554055921","1010","123811","42102"
"59730.0","018","0397081921","1010","123811","08885"
"59731.0","018","6853948603","1750","123811","15827"
"59732.0","018","6706885957","1510","123811","33843"
"59734.0","001","0866803382","1510","123811","81258"
"59733.0","013","1054541486","1510","123811","69880"
"59735.0","001","9101344200","1010","123811","29466"
"59736.0","013","7314596581","1510","123811","90965"
"59738.0","013","3298345739","1750","123811","94542"
"59739.0","001","8227875933","1510","123811","56119"
"59737.0","001","0195214040","1010","123811","64290"
"59740.0","013","0001241766","1010","123811","38839"
"59741.0","013","5277871326","1510","123811","86779"
"59742.0","013","6006804099","1010","123811","14795"
"59743.0","013","5051344245","1510","123811","57328"
"59744.0","018","7216201553","1010","123811","44601"
"59745.0","018","6752770295","1010","123811","73545"
"59746.0","013","6696420675","1510","123811","35991"
"59747.0","018","4564842188","1750","123811","00554"
"59748.0","018","6591618846","1750","123811","78205"
"59749.0","013","3747494183","1750","123811","30364"
"59750.0","018","6355366390","1010","123811","89324"
"59751.0","013","2353351429","1750","123811","23568"
"59752.0","018","3839533301","1510","123811","35623"
"59753.0","013","5493652586","1010","123811","14535"
"59754.0","018","3915106614","1510","123811","76278"
"59755.0","018","9992083962","1010","123811","20580"
"59756.0","001","4593534555","1750","123811","21318"
"59757.0","001","5949100389","1750","123811","26455"
"59758.0","001","3780570028","1010","123811","86442"
"59759.0","013","6629708075","1750","123811","80898"
"59760.0","018","2969119155","1510","123811","92120"
"59761.0","013","7885182394","1750","123811","54542"
"59762.0","013","9770313794","1750","123811","31495"
"59763.0","018","7195884964","1750","123811","77435"
"59764.0","013","2465156593","1010","123811","06190"
"59765.0","001","1477261186","1510","123811","47984"
"59766.0","001","5054016983","1750","123811","97236"
"59767.0","001","3129412424","1010","123811","91744"
"59768.0","013","9319296694","1750","123811","35835"
"59769.0","013","9023012550","1010","123811","27620"
"59770.0","001","2023270219","1510","123811","81955"
"59771.0","018","6463430948","1510","123811","01865"
"59772.0","018","0617853753","1750","123811","01349"
"59775.0","013","2320983807","1510","123811","83305"
"59773.0","001","2491942472","1510","123811","23843"
"59776.0","013","5009650529","1010","123811","76260"
"59777.0","013","4875452451","1750","123811","05869"
"59774.0","001","5626749213","1510","123811","50604"
"59778.0","018","1175258173","1750","123811","10991"
"59779.0","018","5737071315","1750","123811","69719"
"59780.0","018","6159493632","1510","123811","09065"
"59781.0","018","7552458131","1750","123811","42249"
"59782.0","018","9302243804","1010","123811","63648"
"59783.0","018","7356727761","1750","123811","06250"
"59784.0","018","7536620428","1750","123811","79434"
"59785.0","013","7743006386","1510","123811","00706"
"59786.0","001","0027556303","1510","123811","16145"
"59787.0","018","2853425034","1750","123811","29206"
"59788.0","013","1113633042","1510","123811","67495"
"59789.0","018","0065810909","1010","123811","03313"
"59790.0","001","7096542760","1010","123811","33641"
"59791.0","018","6833122784","1010","123811","47510"
"59792.0","013","0473621311","1510","123811","10121"
"59793.0","001","3693783688","1510","123811","95275"
"59794.0","001","8134831517","1510","123811","50095"
"59795.0","013","4708204008","1010","123811","85162"
"59796.0","013","4033662022","1750","123811","23944"
"59797.0","001","4639345810","1510","123811","04675"
"59798.0","013","9350994978","1010","123811","45256"
"59799.0","001","4091206376","1010","123811","67563"
"59800.0","001","9090818561","1010","123811","54924"
"59801.0","013","0639804696","1750","123811","97002"
"59803.0","001","3729731621","1010","123811","09974"
"59802.0","013","6126862880","1510","123811","31901"
"59804.0","013","4679445126","1510","123811","20051"
"59805.0","001","3259778470","1510","123811","31226"
"59806.0","001","8056470422","1750","123811","79454"
"59807.0","013","5811138417","1010","123811","88499"
"59808.0","013","4389315511","1750","123811","37405"
"59809.0","001","3712506489","1010","123811","35937"
"59810.0","018","5295287697","1010","123811","90098"
"59811.0","001","2896648397","1010","123811","47042"
"59812.0","018","6800307937","1510","123811","72281"
"59814.0","013","3406758199","1750","123811","36663"
"59813.0","013","1049443936","1750","123811","09813"
"59815.0","013","0388970178","1510","123811","75945"
"59816.0","001","9837027416","1510","123811","84478"
"59817.0","013","5534709771","1750","123811","68536"
"59818.0","001","6740888540","1750","123811","44189"
"59819.0","001","0633052642","1010","123811","51778"
"59820.0","018","4784331018","1510","123811","51404"
"59821.0","018","9050896650","1010","123811","95825"
"59823.0","018","2382303253","1510","123811","67983"
"59822.0","001","2637231718","1750","123811","79461"
"59824.0","013","7950558075","1010","123811","63857"
"59826.0","018","5418421961","1750","123811","93780"
"59825.0","018","0652452035","1750","123811","48782"
"59827.0","013","8826461051","1750","123811","35229"
"59828.0","018","4260981234","1510","123811","55867"
"59829.0","018","2049681171","1010","123811","03140"
"59830.0","013","4326873918","1510","123811","32285"
"59831.0","018","4246804671","1750","123811","91315"
"59832.0","018","7885348836","1010","123811","73618"
"59834.0","018","6860600883","1750","123811","74802"
"59833.0","018","9812302299","1750","123811","19366"
"59836.0","013","0209788781","1750","123811","50132"
"59835.0","018","3229037069","1750","123811","96680"
"59837.0","001","4394797260","1010","123811","09352"
"59838.0","001","6741500206","1510","123811","14537"
"59839.0","013","2420589675","1510","123811","04168"
"59840.0","001","9637243676","1750","123811","57560"
"59841.0","013","4162068376","1750","123811","44770"
"59842.0","013","6914881681","1750","123811","21198"
"59843.0","001","7402376663","1010","123811","81453"
"59844.0","018","3659385586","1510","123811","86974"
"59845.0","013","4294064128","1510","123811","37194"
"59846.0","001","5776155408","1510","123811","69143"
"59847.0","018","2870119215","1510","123811","70891"
"59848.0","001","8911987293","1750","123811","68267"
"59849.0","001","5119630235","1510","123811","74235"
"59850.0","001","1627009273","1750","123811","43831"
"59851.0","013","4164628009","1010","123811","95719"
"59852.0","018","1722966179","1750","123811","94909"
"59853.0","013","0621964811","1510","123811","93284"
"59854.0","001","7565705163","1750","123811","33739"
"59855.0","001","3678923910","1750","123811","87681"
"59856.0","018","2175847653","1510","123811","15234"
"59857.0","001","9276722608","1010","123811","03728"
"59858.0","013","3419081346","1750","123811","33112"
"59859.0","001","9154706688","1510","123811","74788"
"59860.0","001","6395492905","1750","123811","75058"
"59861.0","001","7784341064","1510","123811","94392"
"59862.0","018","6317979329","1750","123811","13444"
"59863.0","013","5106429165","1750","123811","31840"
"59864.0","018","1564376456","1510","123811","79119"
"59865.0","013","1351665124","1010","123811","40086"
"59866.0","018","7884575467","1510","123811","60260"
"59867.0","001","0950153732","1750","123811","80989"
"59868.0","013","6910656186","1010","123811","03988"
"59869.0","013","0667300027","1010","123811","44627"
"59871.0","001","1862097665","1750","123811","41769"
"59870.0","013","6927196033","1510","123811","47166"
"59872.0","013","9158199303","1010","123811","92621"
"59873.0","001","3078448033","1010","123811","98699"
"59874.0","013","6503284434","1750","123811","78321"
"59875.0","001","7303912447","1750","123811","55470"
"59876.0","013","2153879234","1750","123811","94621"
"59877.0","013","5562732877","1010","123811","03948"
"59878.0","018","1756344301","1510","123811","37321"
"59879.0","013","7811678220","1010","123811","23536"
"59880.0","013","9162411416","1510","123811","59817"
"59881.0","001","4584379808","1010","123811","11379"
"59882.0","001","4888701162","1510","123811","26406"
"59883.0","001","0923501377","1750","123811","19808"
"59884.0","001","3392454737","1510","123811","78824"
"59885.0","001","9960657976","1510","123811","51279"
"59887.0","018","6248583653","1510","123811","06911"
"59888.0","018","6127218353","1750","123811","53720"
"59886.0","013","7513153197","1510","123811","67357"
"59889.0","001","2785036040","1750","123811","32470"
"59890.0","013","6000157845","1510","123811","92468"
"59891.0","001","8893993593","1750","123811","61223"
"59892.0","018","6059171430","1010","123811","97323"
"59893.0","013","4354949683","1010","123811","93236"
"59894.0","013","3420392712","1750","123811","29651"
"59896.0","018","7154525336","1510","123811","21563"
"59895.0","013","3207075284","1010","123811","62437"
"59897.0","018","2482877974","1010","123811","94587"
"59898.0","013","8632933080","1750","123811","74430"
"59899.0","013","7182361644","1010","123811","78820"
"59900.0","013","8627751487","1010","123811","65331"
"59901.0","018","1517434318","1010","123811","94427"
"59902.0","018","5156818868","1010","123811","91473"
"59903.0","013","8897377489","1010","123811","56906"
"59905.0","018","5631137932","1010","123811","99792"
"59906.0","001","6144043795","1510","123811","12291"
"59904.0","001","4004268021","1750","123811","27115"
"59908.0","001","2441097363","1510","123811","83466"
"59907.0","001","7361074312","1510","123811","41731"
"59909.0","018","2777433102","1510","123811","57992"
"59910.0","013","2405361949","1510","123811","33305"
"59911.0","013","2501447551","1750","123811","82974"
"59912.0","001","8408924334","1510","123811","67423"
"59913.0","001","2644961278","1010","123811","94595"
"59914.0","013","2348841843","1510","123811","46721"
"59915.0","001","6587313688","1750","123811","67259"
"59916.0","013","8409819376","1510","123811","32139"
"59917.0","018","4681053152","1010","123811","91362"
"59918.0","018","2056449306","1510","123811","27703"
"59919.0","013","4859885889","1750","123811","43199"
"59921.0","001","1918816498","1750","123811","74432"
"59920.0","018","9810868927","1510","123811","74133"
"59922.0","013","1546302297","1010","123811","06097"
"59923.0","001","6156023231","1010","123811","10224"
"59924.0","013","2112941668","1510","123811","46301"
"59925.0","018","5219247907","1510","123811","49563"
"59926.0","013","9894237238","1750","123811","52837"
"59927.0","001","8642343259","1750","123811","10959"
"59928.0","001","0179775245","1010","123811","79375"
"59929.0","013","9778553186","1510","123811","68321"
"59930.0","018","2149371342","1010","123811","02622"
"59931.0","013","4894502423","1010","123811","39392"
"59932.0","018","5268944605","1010","123811","47480"
"59933.0","018","4855191493","1750","123811","92266"
"59934.0","001","3363047074","1510","123811","21127"
"59935.0","018","1322738662","1750","123811","90407"
"59936.0","018","4611942137","1010","123811","95533"
"59937.0","013","7796469555","1750","123811","93513"
"59939.0","001","6773624024","1750","123811","46520"
"59940.0","001","1050139560","1010","123811","07658"
"59938.0","018","5416599898","1510","123811","20386"
"59941.0","001","5668244008","1010","123811","78441"
"59942.0","018","8338980820","1750","123811","28088"
"59944.0","001","3476502516","1010","123811","22767"
"59943.0","013","6734386055","1010","123811","38838"
"59945.0","018","6842572196","1750","123811","41005"
"59946.0","001","1328575437","1010","123811","90947"
"59947.0","013","7675680219","1010","123811","78783"
"59948.0","001","6043013810","1510","123811","13286"
"59949.0","001","6685943885","1010","123811","86526"
"59950.0","013","8722912514","1010","123811","32004"
"59951.0","018","3608183308","1510","123811","04858"
"59952.0","013","0230947783","1750","123811","63038"
"59953.0","001","3746949745","1510","123811","58048"
"59954.0","018","1031618020","1510","123811","45490"
"59955.0","001","0642659975","1510","123811","56911"
"59956.0","018","3123598451","1750","123811","20452"
"59957.0","001","4435696091","1010","123811","98362"
"59958.0","018","3386763658","1010","123811","87495"
"59959.0","018","3829030869","1750","123811","99447"
"59960.0","013","3113280687","1510","123811","94644"
"59961.0","001","6525976383","1750","123811","31228"
"59962.0","018","8181160068","1750","123811","77610"
"59963.0","001","5142597448","1750","123811","67889"
"59964.0","018","5202891007","1010","123811","70516"
"59965.0","018","1857437407","1010","123811","02045"
"59966.0","018","1902993199","1510","123811","11740"
"59967.0","018","2869082376","1510","123811","77634"
"59968.0","018","1297022909","1510","123811","47139"
"59969.0","018","4403323294","1510","123811","11845"
"59971.0","001","2585573990","1750","123811","49267"
"59970.0","018","0386964143","1010","123811","65732"
"59972.0","001","2832956515","1010","123811","54924"
"59973.0","018","0738387428","1750","123811","52032"
"59974.0","001","4680276583","1510","123811","47596"
"59975.0","013","9229716583","1010","123811","46294"
"59976.0","001","6247460982","1510","123811","54187"
"59977.0","013","1099682121","1010","123811","24845"
"59978.0","018","0029940756","1510","123811","27665"
"59979.0","018","6553595868","1750","123811","40569"
"59980.0","013","9190749610","1010","123811","36474"
"59981.0","001","3718942942","1510","123811","58321"
"59982.0","013","0084905708","1750","123811","08654"
"59983.0","018","5955497882","1510","123811","78944"
"59984.0","013","2394370395","1750","123811","19329"
"59985.0","013","7039330403","1010","123811","62815"
"59986.0","013","5048036961","1010","123811","97129"
"59987.0","013","6966660198","1750","123811","81267"
"59988.0","001","9113878265","1750","123811","79088"
"59989.0","013","3080263092","1010","123811","93715"
"59990.0","001","1732273620","1010","123811","70428"
"59991.0","001","2158526786","1010","123811","79095"
"59993.0","018","8758843834","1750","123811","73429"
"59994.0","013","5170669349","1510","123811","05465"
"59995.0","013","6349266011","1010","123811","28426"
"59992.0","018","3616178759","1750","123811","31167"
"59996.0","018","5851198311","1510","123811","49756"
"59997.0","013","4715052386","1010","123811","28023"
"59998.0","018","9698523859","1750","123811","98157"
"59999.0","013","9256189745","1010","123811","30787"
"60000.0","001","6230167140","1010","123811","14292"
"60001.0","001","8702449672","1510","123811","05823"
"60002.0","013","6887387161","1750","123811","57633"
"60003.0","001","5981310542","1010","123811","63512"
"60004.0","013","1217873688","1010","123811","20285"
"60005.0","018","8652254443","1750","123811","23521"
"60006.0","001","3176556908","1010","123811","29330"
"60007.0","013","1011256202","1510","123811","16779"
"60008.0","013","3634312505","1750","123811","39774"
"60009.0","001","9586868738","1510","123811","06208"
"60010.0","001","8662282359","1510","123811","23469"
"60011.0","001","4416096974","1510","123811","48012"
"60012.0","001","7169527469","1510","123811","01497"
"60014.0","013","2983230301","1750","123811","36378"
"60013.0","018","6416306012","1010","123811","17230"
"60015.0","001","8269119977","1010","123811","23132"
"60016.0","013","3816894794","1750","123811","26224"
"60017.0","018","8070197903","1510","123811","94593"
"60018.0","018","3881826827","1750","123811","33830"
"60019.0","001","1350572681","1510","123811","45476"
"60020.0","013","3209311642","1510","123811","04391"
"60021.0","001","6558661375","1750","123811","90360"
"60023.0","018","9434266959","1010","123811","34198"
"60024.0","018","6873663457","1010","123811","15937"
"60022.0","018","3357160336","1010","123811","24995"
"60025.0","013","4309568327","1510","123811","80691"
"60026.0","013","2524197595","1750","123811","85545"
"60027.0","013","4596473837","1750","123811","46876"
"60028.0","018","2534514851","1510","123811","37276"
"60029.0","018","1061304828","1510","123811","75585"
"60030.0","018","0898978616","1510","123811","45477"
"60031.0","018","0485926811","1510","123811","67842"
"60032.0","001","8173902591","1750","123811","19821"
"60033.0","013","9541090134","1750","123811","75749"
"60034.0","013","0869056468","1010","123811","68089"
"60035.0","013","3446553883","1010","123811","76302"
"60036.0","001","0209613455","1010","123811","61461"
"60037.0","018","5421871862","1750","123811","77918"
"60038.0","018","4754309319","1510","123811","81054"
"60039.0","013","8339101429","1010","123811","62018"
"60040.0","018","8430462906","1750","123811","01342"
"60042.0","001","0620333318","1750","123811","03172"
"60041.0","001","0994205304","1510","123811","89823"
"60043.0","001","0070550148","1010","123811","56107"
"60044.0","018","8137484456","1010","123811","73861"
"60045.0","013","7907396662","1750","123811","84004"
"60046.0","001","9253131722","1010","123811","55013"
"60047.0","013","0884588097","1010","123811","44674"
"60049.0","013","4657607920","1010","123811","49950"
"60048.0","001","0432790705","1510","123811","45773"
"60050.0","001","0327811307","1010","123811","53291"
"60052.0","013","0349148967","1510","123811","99867"
"60053.0","018","3681492275","1010","123811","17728"
"60051.0","001","9682480465","1010","123811","97207"
"60055.0","013","4304670435","1750","123811","37428"
"60056.0","013","3953951718","1510","123811","47232"
"60054.0","018","1718808801","1510","123811","31837"
"60057.0","018","6603579852","1010","123811","97918"
"60058.0","001","3533539950","1010","123811","45184"
"60059.0","013","6044717607","1750","123811","60388"
"60060.0","001","2091328175","1510","123811","79681"
"60061.0","018","8962326299","1010","123811","60443"
"60062.0","001","2783364741","1510","123811","62144"
"60063.0","018","7237803273","1010","123811","47921"
"60064.0","013","2973024441","1510","123811","84499"
"60065.0","013","1857582222","1010","123811","56386"
"60066.0","001","0163445383","1510","123811","90368"
"60068.0","001","0046923163","1510","123811","48488"
"60067.0","013","6103819150","1010","123811","99468"
"60069.0","018","0884660395","1510","123811","55652"
"60071.0","013","1382429376","1010","123811","99870"
"60070.0","001","4169259501","1510","123811","11132"
"60072.0","001","0752495062","1750","123811","01719"
"60073.0","018","5073943823","1510","123811","26713"
"60074.0","013","3296399290","1510","123811","27712"
"60075.0","018","5775697870","1510","123811","92667"
"60076.0","018","3907911008","1750","123811","20843"
"60077.0","001","3048446869","1010","123811","15318"
"60078.0","013","8760692951","1510","123811","78921"
"60079.0","018","1634324084","1510","123811","87352"
"60080.0","013","9048913301","1010","123811","59275"
"60082.0","001","6728257994","1010","123811","01000"
"60083.0","001","6762745865","1510","123811","10269"
"60081.0","018","2362567558","1750","123811","16598"
"60084.0","018","7516275236","1510","123811","34426"
"60085.0","013","2907728664","1510","123811","62370"
"60086.0","001","3713853334","1010","123811","96414"
"60087.0","018","4810384147","1510","123811","68941"
"60088.0","001","2129047465","1510","123811","37148"
"60089.0","018","6276594139","1750","123811","14299"
"60090.0","018","7332596501","1750","123811","43025"
"60091.0","018","4369983330","1510","123811","64960"
"60092.0","013","2999033198","1510","123811","52530"
"60094.0","001","4392841031","1010","123811","77478"
"60093.0","001","7352466713","1010","123811","85948"
"60095.0","018","0602705741","1010","123811","05206"
"60096.0","013","0094358720","1010","123811","34727"
"60097.0","001","5622470540","1510","123811","15003"
"60098.0","013","4712066461","1510","123811","54226"
"60099.0","018","0349330848","1750","123811","53744"
"60100.0","018","0588299544","1010","123811","50889"
"60102.0","001","2034466896","1750","123811","84925"
"60101.0","001","1409073453","1010","123811","35529"
"60103.0","013","4550044373","1510","123811","54225"
"60104.0","013","8878228352","1510","123811","96009"
"60105.0","018","2830809517","1510","123811","29716"
"60106.0","001","0407275406","1510","123811","04461"
"60107.0","013","8339253690","1010","123811","59525"
"60108.0","013","7706212610","1010","123811","38165"
"60109.0","013","5780369793","1750","123811","44155"
"60110.0","001","3015019007","1510","123811","55985"
"60111.0","013","8702076688","1510","123811","71741"
"60112.0","018","3775526220","1750","123811","79367"
"60113.0","001","7570602208","1010","123811","87081"
"60114.0","013","0232592245","1510","123811","47239"
"60115.0","018","4019868481","1510","123811","37854"
"60117.0","013","7013485719","1010","123811","00795"
"60116.0","013","9018909736","1750","123811","29719"
"60118.0","018","2184589472","1010","123811","20498"
"60119.0","018","7417940240","1510","123811","60965"
"60120.0","013","7159479336","1510","123811","49621"
"60121.0","013","8253390735","1010","123811","16222"
"60122.0","001","2869740494","1010","123811","34907"
"60123.0","001","9901065740","1510","123811","33277"
"60124.0","018","8789262533","1510","123811","11104"
"60125.0","013","9412832750","1510","123811","72311"
"60126.0","013","0301097001","1750","123811","20055"
"60127.0","001","6780152995","1750","123811","05754"
"60128.0","013","4960733325","1510","123811","20681"
"60129.0","018","8338859516","1510","123811","42136"
"60130.0","001","7612132151","1010","123811","91449"
"60131.0","013","5648697521","1510","123811","74969"
"60132.0","013","7040063645","1010","123811","81770"
"60133.0","018","0855385028","1510","123811","66542"
"60134.0","013","1832645654","1750","123811","36585"
"60135.0","001","8605804914","1010","123811","47322"
"60136.0","018","4980077681","1010","123811","28004"
"60137.0","001","7255311614","1510","123811","85814"
"60138.0","018","7835974848","1010","123811","72956"
"60139.0","001","8667429406","1750","123811","70989"
"60140.0","018","3744994145","1010","123811","39997"
"60141.0","013","8686219745","1750","123811","26414"
"60142.0","018","3266350067","1750","123811","81221"
"60143.0","013","2416680668","1510","123811","04411"
"60144.0","013","5216575048","1750","123811","55191"
"60145.0","018","1773169481","1750","123811","02376"
"60146.0","018","6946681180","1750","123811","04953"
"60147.0","018","8060250457","1750","123811","88836"
"60148.0","013","4676902931","1510","123811","20756"
"60149.0","001","5163806489","1510","123811","64898"
"60150.0","001","7851371763","1010","123811","16167"
"60151.0","001","3329950606","1010","123811","86638"
"60152.0","018","4072537580","1510","123811","79111"
"60153.0","013","7794575597","1510","123811","84755"
"60154.0","001","1685829859","1010","123811","29184"
"60155.0","018","2680287851","1510","123811","14273"
"60157.0","018","9048994653","1010","123811","35732"
"60156.0","018","1997003733","1010","123811","85895"
"60158.0","018","5950917714","1010","123811","55895"
"60159.0","018","3873431992","1010","123811","90594"
"60160.0","013","0602645346","1750","123811","85273"
"60161.0","013","5872098435","1510","123811","31750"
"60162.0","013","2367734052","1750","123811","14206"
"60163.0","001","3579653235","1750","123811","25486"
"60165.0","018","3241661894","1510","123811","37312"
"60164.0","018","3796683440","1750","123811","05512"
"60166.0","001","6625494202","1010","123811","16811"
"60167.0","013","8312301356","1510","123811","55545"
"60168.0","013","9764589049","1750","123811","96325"
"60169.0","013","0791185029","1510","123811","98275"
"60170.0","001","1052545490","1010","123811","09431"
"60171.0","018","6319378817","1010","123811","78973"
"60172.0","013","1395207686","1010","123811","90888"
"60173.0","018","2141063364","1750","123811","67784"
"60174.0","001","5843914120","1010","123811","50159"
"60175.0","001","7228347614","1750","123811","30609"
"60176.0","018","6879583439","1010","123811","15472"
"60177.0","018","4094078975","1010","123811","79449"
"60178.0","018","6739278274","1510","123811","33765"
"60179.0","001","7658529417","1010","123811","39759"
"60180.0","013","9980344406","1510","123811","57266"
"60181.0","018","7378428377","1750","123811","49016"
"60182.0","013","2059205435","1750","123811","45376"
"60183.0","001","4226220493","1010","123811","91856"
"60184.0","001","1966348793","1750","123811","60637"
"60185.0","013","8078094357","1750","123811","33592"
"60186.0","001","5535473739","1010","123811","72557"
"60187.0","001","5191623105","1750","123811","00771"
"60188.0","013","5950753090","1010","123811","29494"
"60189.0","013","6642819816","1510","123811","18014"
"60190.0","018","8905530336","1510","123811","51196"
"60191.0","001","9224229534","1750","123811","52004"
"60192.0","001","5015631174","1510","123811","75195"
"60193.0","018","6459433355","1010","123811","00616"
"60194.0","001","9386984856","1510","123811","91939"
"60196.0","001","9003930190","1010","123811","39892"
"60195.0","001","0239543482","1510","123811","18403"
"60197.0","001","7142909348","1750","123811","32309"
"60198.0","001","8231568098","1750","123811","78283"
"60199.0","001","8639079551","1010","123811","71775"
"60200.0","001","0140511873","1010","123811","00221"
"60201.0","001","0602482065","1010","123811","49933"
"60202.0","018","2560203762","1750","123811","29391"
"60203.0","001","6520870438","1010","123811","57878"
"60204.0","013","4205248421","1750","123811","21916"
"60205.0","013","7795298322","1010","123811","62789"
"60206.0","001","8006504264","1010","123811","19054"
"60207.0","013","4625321511","1010","123811","83267"
"60208.0","001","2090777786","1010","123811","87775"
"60209.0","018","1708651527","1010","123811","19971"
"60210.0","018","6150608623","1750","123811","67226"
"60211.0","001","1075849586","1010","123811","20000"
"60212.0","013","4001511403","1510","123811","91339"
"60213.0","013","2998287629","1510","123811","80524"
"60214.0","018","5776821391","1010","123811","22544"
"60215.0","018","6240552979","1750","123811","37327"
"60216.0","013","1738404628","1750","123811","56449"
"60217.0","001","3624140307","1750","123811","33881"
"60218.0","018","6637827426","1510","123811","90566"
"60219.0","001","9952065075","1010","123811","31787"
"60220.0","013","4204008558","1750","123811","42053"
"60222.0","013","4703557293","1510","123811","70590"
"60223.0","001","9758538103","1010","123811","58567"
"60221.0","001","6569059607","1510","123811","12911"
"60224.0","001","5024750744","1510","123811","91298"
"60225.0","018","4700882292","1510","123811","24493"
"60226.0","001","4855441529","1010","123811","49735"
"60227.0","018","2478260600","1010","123811","17407"
"60228.0","018","9924539350","1010","123811","19951"
"60229.0","018","7575160573","1010","123811","96722"
"60230.0","001","8762367977","1510","123811","16956"
"60231.0","013","4921181957","1750","123811","20984"
"60232.0","001","2864446292","1510","123811","92613"
"60233.0","001","5035838747","1510","123811","81305"
"60234.0","001","3540524657","1510","123811","63031"
"60236.0","013","6938505583","1750","123811","09743"
"60235.0","013","5252112465","1750","123811","38406"
"60237.0","013","7855303433","1010","123811","45961"
"60238.0","018","2521279770","1510","123811","44316"
"60239.0","013","4729563246","1750","123811","30733"
"60240.0","013","7915700405","1750","123811","83043"
"60241.0","018","5476600470","1750","123811","63545"
"60242.0","013","5367220118","1010","123811","77231"
"60243.0","013","8491605705","1010","123811","09025"
"60244.0","013","5184132193","1510","123811","32832"
"60245.0","013","6264473644","1750","123811","22702"
"60246.0","018","3373057469","1010","123811","62841"
"60247.0","001","7130627563","1750","123811","70440"
"60248.0","018","4161558402","1750","123811","87033"
"60249.0","018","3262491963","1750","123811","75180"
